NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
238210,Electrical Contractors and Other Wiring Installation Contractors,15-1132,"Software Developers, Applications",detailed,190,30.5,0.02,~,38.94,"80,990",3.4,25.96,29.40,36.90,47.02,58.52,"53,990","61,160","76,760","97,810","121,730",,
238210,Electrical Contractors and Other Wiring Installation Contractors,15-1133,"Software Developers, Systems Software",detailed,320,22.4,0.04,~,44.57,"92,700",2.4,29.59,35.32,43.71,53.62,62.15,"61,550","73,470","90,920","111,520","129,260",,
238210,Electrical Contractors and Other Wiring Installation Contractors,15-1140,Database and Systems Administrators and Network Architects,broad,"1,830",29.0,0.21,~,30.29,"62,990",9.1,13.64,16.35,27.01,39.51,55.47,"28,370","34,010","56,180","82,180","115,380",,
238210,Electrical Contractors and Other Wiring Installation Contractors,15-1141,Database Administrators,detailed,70,34.5,0.01,~,31.15,"64,790",6.6,16.37,17.95,28.96,38.90,50.82,"34,060","37,330","60,230","80,920","105,710",,
238210,Electrical Contractors and Other Wiring Installation Contractors,15-1142,Network and Computer Systems Administrators,detailed,840,13.3,0.10,1,35.79,"74,440",5.8,17.22,25.64,33.77,44.55,58.37,"35,810","53,340","70,250","92,660","121,420",,
238210,Electrical Contractors and Other Wiring Installation Contractors,15-1143,Computer Network Architects,detailed,**,**,**,1,25.24,"52,500",10.1,12.98,14.45,17.39,31.95,53.19,"27,000","30,060","36,180","66,460","110,630",,
238210,Electrical Contractors and Other Wiring Installation Contractors,15-1150,Computer Support Specialists,broad,"1,530",13.8,0.17,~,26.62,"55,380",3.4,15.71,19.28,25.81,31.80,40.44,"32,690","40,110","53,680","66,130","84,120",,
238210,Electrical Contractors and Other Wiring Installation Contractors,15-1151,Computer User Support Specialists,detailed,830,10.7,0.09,1,24.62,"51,200",3.2,15.09,17.84,23.31,29.50,37.42,"31,380","37,100","48,490","61,350","77,840",,
238210,Electrical Contractors and Other Wiring Installation Contractors,15-1152,Computer Network Support Specialists,detailed,700,27.2,0.08,~,29.01,"60,350",5.0,17.05,22.51,28.16,35.34,43.32,"35,460","46,810","58,570","73,510","90,100",,
238210,Electrical Contractors and Other Wiring Installation Contractors,15-1190,Miscellaneous Computer Occupations,broad,320,25.5,0.04,~,34.54,"71,840",4.3,17.74,25.43,32.99,42.05,56.07,"36,890","52,890","68,610","87,460","116,610",,
238210,Electrical Contractors and Other Wiring Installation Contractors,15-1199,"Computer Occupations, All Other",detailed,320,25.5,0.04,~,34.54,"71,840",4.3,17.74,25.43,32.99,42.05,56.07,"36,890","52,890","68,610","87,460","116,610",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-0000,Architecture and Engineering Occupations,major,"11,230",5.0,1.28,4,35.48,"73,790",1.5,19.15,25.56,33.48,43.41,54.87,"39,830","53,160","69,640","90,290","114,120",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-1000,"Architects, Surveyors, and Cartographers",minor,**,**,**,~,41.58,"86,490",4.5,32.74,38.56,43.77,47.65,49.98,"68,090","80,210","91,040","99,120","103,960",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-1020,"Surveyors, Cartographers, and Photogrammetrists",broad,**,**,**,~,34.54,"71,840",4.5,22.15,32.25,35.66,39.06,44.71,"46,080","67,090","74,160","81,240","93,000",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-1022,Surveyors,detailed,**,**,**,~,34.52,"71,790",4.7,21.97,32.31,35.66,39.00,44.55,"45,710","67,210","74,160","81,120","92,650",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-2000,Engineers,minor,"5,990",6.2,0.68,~,40.43,"84,090",1.6,24.56,29.91,37.66,48.25,61.27,"51,090","62,210","78,320","100,360","127,440",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-2050,Civil Engineers,broad,490,23.2,0.06,~,40.88,"85,030",5.6,25.42,30.02,36.25,46.16,58.67,"52,880","62,450","75,390","96,010","122,020",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-2051,Civil Engineers,detailed,490,23.2,0.06,~,40.88,"85,030",5.6,25.42,30.02,36.25,46.16,58.67,"52,880","62,450","75,390","96,010","122,020",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-2060,Computer Hardware Engineers,broad,40,34.7,0.00,~,36.79,"76,530",12.0,20.37,26.34,34.64,49.87,57.86,"42,360","54,780","72,040","103,720","120,350",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-2061,Computer Hardware Engineers,detailed,40,34.7,0.00,~,36.79,"76,530",12.0,20.37,26.34,34.64,49.87,57.86,"42,360","54,780","72,040","103,720","120,350",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-2070,Electrical and Electronics Engineers,broad,"4,410",7.1,0.50,~,40.86,"84,990",1.9,24.59,30.49,38.31,48.93,61.94,"51,150","63,410","79,680","101,770","128,830",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-2071,Electrical Engineers,detailed,"3,420",7.9,0.39,1,41.90,"87,160",1.8,25.87,31.86,39.23,49.63,61.89,"53,810","66,280","81,600","103,240","128,730",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-2072,"Electronics Engineers, Except Computer",detailed,990,16.3,0.11,1,37.26,"77,500",5.6,18.06,26.18,34.48,45.97,62.28,"37,560","54,460","71,710","95,620","129,550",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-2110,"Industrial Engineers, Including Health and Safety",broad,450,13.8,0.05,~,39.90,"83,000",3.1,24.42,28.25,35.99,47.77,62.23,"50,800","58,750","74,870","99,360","129,450",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,280,14.2,0.03,~,37.88,"78,790",4.2,21.75,26.58,32.57,45.78,62.02,"45,230","55,300","67,740","95,230","128,990",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-2112,Industrial Engineers,detailed,170,27.8,0.02,~,43.20,"89,860",4.4,27.72,32.68,38.72,51.40,62.43,"57,650","67,980","80,530","106,910","129,860",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-2140,Mechanical Engineers,broad,370,19.1,0.04,~,36.72,"76,370",3.6,24.94,29.14,35.81,43.75,51.14,"51,880","60,610","74,490","91,000","106,380",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-2141,Mechanical Engineers,detailed,370,19.1,0.04,~,36.72,"76,370",3.6,24.94,29.14,35.81,43.75,51.14,"51,880","60,610","74,490","91,000","106,380",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-2190,Miscellaneous Engineers,broad,190,21.6,0.02,~,39.30,"81,740",5.8,21.86,26.49,34.52,50.24,67.75,"45,460","55,090","71,800","104,500","140,920",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-2199,"Engineers, All Other",detailed,190,21.6,0.02,~,39.30,"81,740",5.8,21.86,26.49,34.52,50.24,67.75,"45,460","55,090","71,800","104,500","140,920",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",minor,"4,920",6.3,0.56,~,29.05,"60,420",1.6,16.67,21.11,27.78,35.53,43.89,"34,680","43,910","57,790","73,910","91,290",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-3010,Drafters,broad,"3,260",5.9,0.37,~,29.12,"60,570",1.8,16.45,21.01,27.70,35.62,44.92,"34,220","43,690","57,620","74,100","93,430",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-3011,Architectural and Civil Drafters,detailed,90,20.0,0.01,~,25.60,"53,240",5.7,16.19,18.78,26.03,29.94,36.10,"33,670","39,050","54,130","62,280","75,090",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-3012,Electrical and Electronics Drafters,detailed,"2,820",6.5,0.32,1,29.36,"61,060",1.9,16.54,21.05,27.92,36.04,45.26,"34,410","43,780","58,070","74,960","94,130",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-3013,Mechanical Drafters,detailed,200,25.6,0.02,~,27.19,"56,550",8.3,14.77,20.36,26.37,33.88,38.08,"30,730","42,350","54,860","70,470","79,200",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-3019,"Drafters, All Other",detailed,150,28.2,0.02,~,29.47,"61,300",13.8,16.19,22.12,26.80,32.73,50.07,"33,670","46,000","55,750","68,080","104,150",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-3020,"Engineering Technicians, Except Drafters",broad,"1,610",13.5,0.18,~,29.00,"60,310",3.0,17.12,21.32,28.11,35.54,41.46,"35,620","44,340","58,480","73,920","86,230",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-3023,Electrical and Electronics Engineering Technicians,detailed,"1,250",15.4,0.14,~,28.58,"59,440",3.1,17.51,21.39,27.68,35.02,39.67,"36,410","44,500","57,570","72,840","82,520",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-3024,Electro-Mechanical Technicians,detailed,**,**,**,~,35.40,"73,630",9.5,19.79,26.72,33.82,40.60,47.73,"41,160","55,570","70,340","84,440","99,270",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-3027,Mechanical Engineering Technicians,detailed,50,39.0,0.01,~,31.39,"65,290",6.7,22.83,26.80,32.06,36.57,39.33,"47,480","55,750","66,680","76,070","81,800",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,130,24.2,0.02,~,27.41,"57,010",7.2,14.48,17.02,25.71,36.70,45.87,"30,110","35,410","53,470","76,340","95,420",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-3030,Surveying and Mapping Technicians,broad,50,48.5,0.01,~,25.76,"53,590",10.6,16.88,20.49,25.71,28.91,30.86,"35,110","42,620","53,480","60,130","64,200",,
238210,Electrical Contractors and Other Wiring Installation Contractors,17-3031,Surveying and Mapping Technicians,detailed,50,48.5,0.01,~,25.76,"53,590",10.6,16.88,20.49,25.71,28.91,30.86,"35,110","42,620","53,480","60,130","64,200",,
238210,Electrical Contractors and Other Wiring Installation Contractors,23-0000,Legal Occupations,major,50,18.3,0.01,~,61.70,"128,330",9.6,23.35,40.48,54.75,76.61,#,"48,570","84,200","113,880","159,350",#,,
238210,Electrical Contractors and Other Wiring Installation Contractors,23-1000,"Lawyers, Judges, and Related Workers",minor,40,18.8,0.00,~,71.06,"147,790",7.5,41.36,47.95,62.28,81.22,#,"86,020","99,730","129,540","168,930",#,,
238210,Electrical Contractors and Other Wiring Installation Contractors,23-1010,Lawyers and Judicial Law Clerks,broad,40,18.8,0.00,~,71.06,"147,790",7.5,41.36,47.95,62.28,81.22,#,"86,020","99,730","129,540","168,930",#,,
238210,Electrical Contractors and Other Wiring Installation Contractors,23-1011,Lawyers,detailed,40,18.8,0.00,~,71.06,"147,790",7.5,41.36,47.95,62.28,81.22,#,"86,020","99,730","129,540","168,930",#,,
238210,Electrical Contractors and Other Wiring Installation Contractors,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"1,940",19.2,0.22,1,22.23,"46,250",7.4,12.36,13.99,18.19,26.76,37.66,"25,700","29,090","37,840","55,670","78,340",,
238210,Electrical Contractors and Other Wiring Installation Contractors,27-1000,Art and Design Workers,minor,190,18.7,0.02,~,28.54,"59,360",6.6,14.88,20.10,27.67,37.30,45.51,"30,950","41,800","57,540","77,580","94,670",,
238210,Electrical Contractors and Other Wiring Installation Contractors,27-1020,Designers,broad,190,18.8,0.02,~,28.50,"59,280",6.7,14.83,20.04,27.60,37.28,45.54,"30,850","41,690","57,410","77,550","94,720",,
238210,Electrical Contractors and Other Wiring Installation Contractors,27-1021,Commercial and Industrial Designers,detailed,50,38.3,0.01,~,34.59,"71,940",14.3,25.10,27.15,30.63,44.16,48.05,"52,210","56,470","63,710","91,840","99,940",,
238210,Electrical Contractors and Other Wiring Installation Contractors,27-1024,Graphic Designers,detailed,70,27.9,0.01,~,21.75,"45,230",6.9,11.47,15.89,19.70,27.51,33.66,"23,860","33,050","40,970","57,230","70,010",,
238210,Electrical Contractors and Other Wiring Installation Contractors,27-1025,Interior Designers,detailed,50,42.7,0.01,~,29.53,"61,420",9.7,19.08,22.94,29.43,36.47,43.35,"39,680","47,710","61,220","75,860","90,160",,
238210,Electrical Contractors and Other Wiring Installation Contractors,27-3000,Media and Communication Workers,minor,120,43.8,0.01,~,42.27,"87,930",8.4,21.94,32.04,42.01,53.31,64.27,"45,630","66,640","87,390","110,880","133,680",,
238210,Electrical Contractors and Other Wiring Installation Contractors,27-3030,Public Relations Specialists,broad,110,47.6,0.01,~,43.39,"90,260",8.3,22.67,32.77,43.35,54.80,64.95,"47,150","68,170","90,170","113,980","135,090",,
238210,Electrical Contractors and Other Wiring Installation Contractors,27-3031,Public Relations Specialists,detailed,110,47.6,0.01,~,43.39,"90,260",8.3,22.67,32.77,43.35,54.80,64.95,"47,150","68,170","90,170","113,980","135,090",,
238210,Electrical Contractors and Other Wiring Installation Contractors,27-4000,Media and Communication Equipment Workers,minor,"1,630",22.2,0.18,~,20.01,"41,620",7.0,12.16,13.64,16.76,23.39,31.08,"25,300","28,380","34,870","48,650","64,640",,
238210,Electrical Contractors and Other Wiring Installation Contractors,27-4010,Broadcast and Sound Engineering Technicians and Radio Operators,broad,"1,630",22.2,0.18,~,20.01,"41,620",7.0,12.16,13.64,16.76,23.39,31.08,"25,300","28,380","34,870","48,650","64,640",,
238210,Electrical Contractors and Other Wiring Installation Contractors,27-4011,Audio and Video Equipment Technicians,detailed,"1,590",22.4,0.18,1,19.64,"40,840",7.1,12.11,13.59,16.53,22.84,30.10,"25,180","28,270","34,380","47,510","62,610",,
238210,Electrical Contractors and Other Wiring Installation Contractors,29-0000,Healthcare Practitioners and Technical Occupations,major,850,5.2,0.10,1,33.82,"70,350",2.3,19.50,25.14,32.36,41.23,49.25,"40,560","52,280","67,310","85,760","102,430",,
238210,Electrical Contractors and Other Wiring Installation Contractors,29-9000,Other Healthcare Practitioners and Technical Occupations,minor,850,5.2,0.10,~,33.82,"70,350",2.3,19.50,25.14,32.36,41.23,49.25,"40,560","52,280","67,310","85,760","102,430",,
238210,Electrical Contractors and Other Wiring Installation Contractors,29-9010,Occupational Health and Safety Specialists and Technicians,broad,850,5.2,0.10,~,33.82,"70,350",2.3,19.50,25.14,32.36,41.23,49.25,"40,560","52,280","67,310","85,760","102,430",,
238210,Electrical Contractors and Other Wiring Installation Contractors,29-9011,Occupational Health and Safety Specialists,detailed,630,6.2,0.07,1,34.54,"71,830",2.5,20.68,26.16,33.03,41.60,49.17,"43,020","54,420","68,690","86,530","102,270",,
238210,Electrical Contractors and Other Wiring Installation Contractors,29-9012,Occupational Health and Safety Technicians,detailed,220,9.4,0.03,~,31.82,"66,180",4.0,17.34,21.68,30.28,39.73,49.51,"36,070","45,100","62,980","82,640","102,980",,
238210,Electrical Contractors and Other Wiring Installation Contractors,33-0000,Protective Service Occupations,major,250,38.9,0.03,~,17.10,"35,560",6.0,10.93,13.00,14.75,18.16,28.43,"22,730","27,040","30,680","37,780","59,140",,
238210,Electrical Contractors and Other Wiring Installation Contractors,33-9000,Other Protective Service Workers,minor,250,39.1,0.03,~,17.07,"35,510",6.0,10.92,12.99,14.73,18.06,28.47,"22,710","27,020","30,640","37,560","59,230",,
238210,Electrical Contractors and Other Wiring Installation Contractors,33-9030,Security Guards and Gaming Surveillance Officers,broad,60,40.4,0.01,~,17.59,"36,590",7.3,11.25,14.06,17.39,19.72,25.34,"23,400","29,240","36,180","41,010","52,720",,
238210,Electrical Contractors and Other Wiring Installation Contractors,33-9032,Security Guards,detailed,60,40.4,0.01,~,17.59,"36,590",7.3,11.25,14.06,17.39,19.72,25.34,"23,400","29,240","36,180","41,010","52,720",,
238210,Electrical Contractors and Other Wiring Installation Contractors,33-9090,Miscellaneous Protective Service Workers,broad,190,49.1,0.02,~,16.92,"35,200",6.4,10.81,12.94,14.36,15.75,29.76,"22,480","26,910","29,860","32,750","61,890",,
238210,Electrical Contractors and Other Wiring Installation Contractors,33-9091,Crossing Guards,detailed,**,**,**,~,17.08,"35,530",6.9,10.81,12.95,14.32,15.67,30.33,"22,480","26,930","29,790","32,600","63,080",,
238210,Electrical Contractors and Other Wiring Installation Contractors,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,870,14.0,0.10,1,13.39,"27,840",3.5,8.80,9.85,12.23,15.73,19.46,"18,310","20,500","25,450","32,720","40,470",,
238210,Electrical Contractors and Other Wiring Installation Contractors,37-2000,Building Cleaning and Pest Control Workers,minor,760,14.9,0.09,~,13.11,"27,270",3.8,8.73,9.76,11.70,15.52,19.18,"18,160","20,290","24,350","32,270","39,890",,
238210,Electrical Contractors and Other Wiring Installation Contractors,37-2010,Building Cleaning Workers,broad,760,14.9,0.09,~,13.11,"27,270",3.8,8.73,9.76,11.70,15.52,19.18,"18,160","20,290","24,350","32,270","39,890",,
238210,Electrical Contractors and Other Wiring Installation Contractors,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,750,15.1,0.09,1,13.17,"27,390",3.9,8.78,9.78,11.76,15.59,19.22,"18,250","20,340","24,460","32,440","39,980",,
238210,Electrical Contractors and Other Wiring Installation Contractors,37-3000,Grounds Maintenance Workers,minor,100,42.7,0.01,~,15.18,"31,570",5.7,10.36,13.13,14.59,17.21,21.67,"21,550","27,310","30,340","35,810","45,080",,
238210,Electrical Contractors and Other Wiring Installation Contractors,37-3010,Grounds Maintenance Workers,broad,100,42.7,0.01,~,15.18,"31,570",5.7,10.36,13.13,14.59,17.21,21.67,"21,550","27,310","30,340","35,810","45,080",,
238210,Electrical Contractors and Other Wiring Installation Contractors,37-3011,Landscaping and Groundskeeping Workers,detailed,100,42.7,0.01,~,15.18,"31,570",5.7,10.36,13.13,14.59,17.21,21.67,"21,550","27,310","30,340","35,810","45,080",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-0000,Sales and Related Occupations,major,"13,770",4.9,1.57,8,34.41,"71,580",2.6,14.34,20.95,29.31,41.49,59.40,"29,830","43,570","60,960","86,300","123,560",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-1000,Supervisors of Sales Workers,minor,220,14.3,0.03,~,44.53,"92,630",8.9,24.25,30.11,38.51,48.16,68.36,"50,440","62,620","80,100","100,180","142,180",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-1010,First-Line Supervisors of Sales Workers,broad,220,14.3,0.03,~,44.53,"92,630",8.9,24.25,30.11,38.51,48.16,68.36,"50,440","62,620","80,100","100,180","142,180",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,40,45.5,0.00,~,28.89,"60,090",7.9,16.94,21.00,27.26,37.80,45.41,"35,240","43,670","56,690","78,620","94,450",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,190,14.4,0.02,~,47.45,"98,700",9.6,26.50,32.55,40.19,50.02,72.24,"55,120","67,710","83,600","104,040","150,250",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-2000,Retail Sales Workers,minor,550,21.9,0.06,~,22.34,"46,470",10.0,9.27,11.39,19.20,32.63,37.10,"19,290","23,700","39,940","67,870","77,160",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-2020,Counter and Rental Clerks and Parts Salespersons,broad,110,28.2,0.01,~,17.02,"35,400",13.7,8.93,9.53,11.43,24.70,31.26,"18,570","19,810","23,770","51,380","65,020",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-2022,Parts Salespersons,detailed,90,33.5,0.01,~,16.57,"34,470",10.2,8.91,9.38,11.11,25.17,32.68,"18,530","19,510","23,110","52,360","67,970",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-2030,Retail Salespersons,broad,450,26.2,0.05,~,23.61,"49,100",10.7,9.71,13.52,20.14,33.68,37.59,"20,190","28,120","41,900","70,050","78,180",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-2031,Retail Salespersons,detailed,450,26.2,0.05,~,23.61,"49,100",10.7,9.71,13.52,20.14,33.68,37.59,"20,190","28,120","41,900","70,050","78,180",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-3000,"Sales Representatives, Services",minor,"9,230",5.6,1.05,~,35.55,"73,940",3.3,14.56,21.61,29.80,43.24,61.69,"30,280","44,950","61,980","89,950","128,300",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-3090,"Miscellaneous Sales Representatives, Services",broad,"9,230",5.6,1.05,~,35.55,"73,940",3.3,14.56,21.61,29.80,43.25,61.69,"30,280","44,950","61,980","89,950","128,310",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-3099,"Sales Representatives, Services, All Other",detailed,"9,230",5.6,1.05,6,35.55,"73,940",3.3,14.56,21.61,29.80,43.25,61.69,"30,280","44,950","61,980","89,950","128,310",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,"3,440",10.9,0.39,~,33.12,"68,890",3.8,16.10,21.37,28.69,38.81,55.03,"33,500","44,450","59,680","80,730","114,450",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,"3,440",10.9,0.39,~,33.12,"68,890",3.8,16.10,21.37,28.69,38.81,55.03,"33,500","44,450","59,680","80,730","114,450",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,750,31.4,0.09,~,33.46,"69,590",5.9,18.38,24.63,31.09,38.01,48.13,"38,230","51,230","64,660","79,060","100,120",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"2,680",11.2,0.30,2,33.03,"68,690",4.6,15.75,20.63,27.99,39.24,56.95,"32,750","42,920","58,220","81,610","118,450",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-9000,Other Sales and Related Workers,minor,330,20.0,0.04,~,29.65,"61,670",11.1,11.33,13.52,22.54,39.46,63.09,"23,570","28,120","46,890","82,080","131,220",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-9030,Sales Engineers,broad,150,20.8,0.02,~,45.04,"93,680",8.3,23.77,30.08,39.89,56.45,74.26,"49,430","62,560","82,970","117,410","154,460",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-9031,Sales Engineers,detailed,150,20.8,0.02,~,45.04,"93,680",8.3,23.77,30.08,39.89,56.45,74.26,"49,430","62,560","82,970","117,410","154,460",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-9040,Telemarketers,broad,110,47.2,0.01,~,13.12,"27,290",6.2,10.13,11.37,12.77,14.13,16.18,"21,080","23,650","26,570","29,390","33,640",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-9041,Telemarketers,detailed,110,47.2,0.01,~,13.12,"27,290",6.2,10.13,11.37,12.77,14.13,16.18,"21,080","23,650","26,570","29,390","33,640",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-9090,Miscellaneous Sales and Related Workers,broad,60,36.5,0.01,~,20.85,"43,370",8.6,11.38,14.77,18.14,24.16,30.55,"23,660","30,710","37,730","50,250","63,550",,
238210,Electrical Contractors and Other Wiring Installation Contractors,41-9099,"Sales and Related Workers, All Other",detailed,50,36.7,0.01,~,21.92,"45,600",7.7,11.19,16.09,19.03,25.41,32.64,"23,280","33,480","39,590","52,840","67,890",,
238210,Electrical Contractors and Other Wiring Installation Contractors,43-0000,Office and Administrative Support Occupations,major,"81,470",2.0,9.26,47,19.20,"39,930",0.9,10.45,13.42,17.71,23.54,29.62,"21,730","27,910","36,830","48,960","61,620",,
238210,Electrical Contractors and Other Wiring Installation Contractors,43-1000,Supervisors of Office and Administrative Support Workers,minor,"4,440",7.4,0.50,~,30.19,"62,800",3.1,17.43,21.75,27.71,35.25,46.86,"36,260","45,250","57,640","73,320","97,470",,
238210,Electrical Contractors and Other Wiring Installation Contractors,43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,"4,440",7.4,0.50,~,30.19,"62,800",3.1,17.43,21.75,27.71,35.25,46.86,"36,260","45,250","57,640","73,320","97,470",,
238210,Electrical Contractors and Other Wiring Installation Contractors,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"4,440",7.4,0.50,5,30.19,"62,800",3.1,17.43,21.75,27.71,35.25,46.86,"36,260","45,250","57,640","73,320","97,470",,
238210,Electrical Contractors and Other Wiring Installation Contractors,43-3000,Financial Clerks,minor,"16,230",3.7,1.84,~,20.97,"43,620",1.3,11.86,15.62,20.06,25.53,30.65,"24,660","32,500","41,730","53,110","63,740",,
238210,Electrical Contractors and Other Wiring Installation Contractors,43-3010,Bill and Account Collectors,broad,210,29.0,0.02,~,17.16,"35,680",9.1,10.06,11.32,15.84,22.14,27.28,"20,920","23,550","32,940","46,050","56,730",,
238210,Electrical Contractors and Other Wiring Installation Contractors,43-3011,Bill and Account Collectors,detailed,210,29.0,0.02,~,17.16,"35,680",9.1,10.06,11.32,15.84,22.14,27.28,"20,920","23,550","32,940","46,050","56,730",,
238210,Electrical Contractors and Other Wiring Installation Contractors,43-3020,Billing and Posting Clerks,broad,890,10.9,0.10,~,18.68,"38,860",2.4,12.63,14.63,18.03,22.42,26.40,"26,260","30,440","37,500","46,630","54,920",,
238210,Electrical Contractors and Other Wiring Installation Contractors,43-3021,Billing and Posting Clerks,detailed,890,10.9,0.10,1,18.68,"38,860",2.4,12.63,14.63,18.03,22.42,26.40,"26,260","30,440","37,500","46,630","54,920",,
238210,Electrical Contractors and Other Wiring Installation Contractors,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,"13,350",4.2,1.52,~,21.00,"43,670",1.5,11.66,15.47,20.00,25.65,30.80,"24,250","32,180","41,590","53,360","64,070",,
238210,Electrical Contractors and Other Wiring Installation Contractors,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"13,350",4.2,1.52,13,21.00,"43,670",1.5,11.66,15.47,20.00,25.65,30.80,"24,250","32,180","41,590","53,360","64,070",,
238210,Electrical Contractors and Other Wiring Installation Contractors,43-3050,Payroll and Timekeeping Clerks,broad,"1,510",6.2,0.17,~,23.02,"47,870",1.5,15.46,18.26,22.45,27.56,31.76,"32,160","37,990","46,700","57,330","66,070",,
238210,Electrical Contractors and Other Wiring Installation Contractors,43-3051,Payroll and Timekeeping Clerks,detailed,"1,510",6.2,0.17,2,23.02,"47,870",1.5,15.46,18.26,22.45,27.56,31.76,"32,160","37,990","46,700","57,330","66,070",,
238210,Electrical Contractors and Other Wiring Installation Contractors,43-3060,Procurement Clerks,broad,270,19.7,0.03,~,19.00,"39,520",4.0,9.14,15.25,18.81,23.15,27.40,"19,020","31,720","39,130","48,150","57,000",,
238210,Electrical Contractors and Other Wiring Installation Contractors,43-3061,Procurement Clerks,detailed,270,19.7,0.03,~,19.00,"39,520",4.0,9.14,15.25,18.81,23.15,27.40,"19,020","31,720","39,130","48,150","57,000",,
238210,Electrical Contractors and Other Wiring Installation Contractors,43-4000,Information and Record Clerks,minor,"4,730",6.5,0.54,~,17.48,"36,350",2.3,10.31,12.54,16.05,21.24,27.54,"21,440","26,080","33,390","44,180","57,280",,
